shop_id,name,lat,lng,city,city_slug,province,address,postcode,website,shop_key,logo,visited,rating,status
cs-ketama,Ketama,51.8380765,5.857859769,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-ketama.html,cs-ketama,ketama.png,n,,open
cs-kronkel,Kronkel,51.84367136,5.862773041,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-kronkel.html,cs-kronkel,kronkel.png,n,,open
cs-kruidentuin,Kruidentuin,51.84797341,5.864004243,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-kruidentuin.html,cs-kruidentuin,kruidentuin.png,n,,open
cs-luckylukenij,Lucky Luke,51.84332169,5.861865787,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-luckylukenij.html,cs-luckylukenij,lucky_luke.png,n,,open
cs-geeltje,'t Geeltje,51.91389782,4.459975001,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-geeltje.html,cs-geeltje,t_geeltje.png,n,,open
cs-amigo-rot,Amigo,51.91308129,4.463942368,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-amigo-rot.html,cs-amigo-rot,amigo.png,n,,open
cs-bambu-high-tea,Bambu High Tea,51.93312048,4.472787122,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-bambu-high-tea.html,cs-bambu-high-tea,bambu_high_tea.png,n,,open
cs-bobmarley,Bob Marley,51.91090747,4.451744134,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-bobmarley.html,cs-bobmarley,bob_marley.png,n,,open
cs-charlois,Charlois,51.89207425,4.48092419,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-charlois.html,cs-charlois,charlois.png,n,,open
cs-dreams,Dreams,51.89747991,4.511420788,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-dreams.html,cs-dreams,dreams.png,n,,open
cs-huntersrotterdam,Hunter's Rotterdam,51.9196598,4.46312682,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-huntersrotterdam.html,cs-huntersrotterdam,hunters_rotterdam.png,n,,open
cs-mon-camarade,Mon Camarade,51.91971406,4.46594372,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-mon-camarade.html,cs-mon-camarade,mon_camarade.png,n,,open
cs-newyork-rot,New York,51.90216855,4.502781409,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-newyork-rot.html,cs-newyork-rot,new_york.png,n,,open
cs-outoftime,Out Of Time,51.91179428,4.453316277,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-outoftime.html,cs-outoftime,out_of_time.png,n,,open
cs-pluto,Pluto,51.91611232,4.469149744,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-pluto.html,cs-pluto,pluto.png,n,,open
cs-sensi-smile,Sensi Smile,51.91969175,4.463097961,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-sensi-smile.html,cs-sensi-smile,sensi_smile.png,n,,open
cs-seven,Seven,51.91599747,4.45827275,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-seven.html,cs-seven,seven.png,n,,open
cs-sky-high-rot,Sky High,51.9164653,4.469971906,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-sky-high-rot.html,cs-sky-high-rot,sky_high.png,n,,open
cs-sultan,Sultan,51.88979863,4.474274167,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-sultan.html,cs-sultan,sultan.png,n,,open
cs-4-floors,The 4 Floors,51.91526912,4.475015216,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-4-floors.html,cs-4-floors,the_4_floors.png,n,,open
cs-reef,The Reef,51.92283129,4.48302138,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-reef.html,cs-reef,the_reef.png,n,,open
cs-trefpunt-rot,Trefpunt,51.9236145,4.485851477,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-trefpunt-rot.html,cs-trefpunt-rot,trefpunt_rotterdam.png,n,,open
cs-witte-de-with,Witte De With,51.91518203,4.475591083,Rotterdam,rotterdam,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-witte-de-with.html,cs-witte-de-with,witte_de_with.png,n,,open
cs-africa,Africa,51.55318872,5.090522594,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-africa.html,cs-africa,africa.png,n,,open
cs-crackers,Crackers,51.55576385,5.071003333,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-crackers.html,cs-crackers,crackers.png,n,,open
cs-muze,de Muze,51.55745259,5.085612449,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-muze.html,cs-muze,de_muze.png,n,,open
cs-level013,Level013,51.55383135,5.079253037,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-level013.html,cs-level013,level013.png,n,,open
cs-maximillian-til,Maximillian,51.55009716,5.069850703,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-maximillian-til.html,cs-maximillian-til,maximillian.png,n,,open
cs-pasja,Pasja,51.55564849,5.07248638,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-pasja.html,cs-pasja,pasja.png,n,,open
cs-shiva,Shiva,51.56644353,5.095209278,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-shiva.html,cs-shiva,shiva.png,n,,open
cs-grasscompany,The Grass Company,51.55981184,5.086882797,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-grasscompany.html,cs-grasscompany,the_grass_company.png,n,,open
cs-grasscompany2,The Grass Company 2,51.55046828,5.088646217,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-grasscompany2.html,cs-grasscompany2,the_grass_company_2.png,n,,open
cs-toermalijn,Toermalijn,51.56298439,5.090896852,Tilburg,tilburg,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-toermalijn.html,cs-toermalijn,toermalijn.png,n,,open
cs-208,Coffeeshop 208,52.08885,5.12149,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-208.html,cs-208,208.png,n,,open
cs-andersom,Andersom,52.0905,5.12051,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-andersom.html,cs-andersom,andersom.png,n,,open
cs-colorado,Gallery Colorado,52.10643,5.08248,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-colorado.html,cs-colorado,gallery_colorado.png,n,,open
cs-culture-boat,Culture Boat,52.09694,5.12688,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-culture-boat.html,cs-culture-boat,culture_boat.png,y,4,open
cs-freak,Freak,52.09538,5.12134,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-freak.html,cs-freak,freak.png,n,,open
cs-grasje,t Grasje,52.09553,5.12936,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-grasje.html,cs-grasje,t_grasje.jpg,n,,open
cs-griffioen,Griffioen,52.05718,5.10461,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-griffioen.html,cs-griffioen,griffioen.png,n,,open
cs-hilo,HiLo,52.08371,5.10973,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-hilo.html,cs-hilo,hilo.png,n,,open
cs-pleasure,Pleasure,52.09511,5.12272,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-pleasure.html,cs-pleasure,pleasure.png,n,,open
cs-vip,VIP Shop,52.09735,5.1051,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-vip.html,cs-vip,v_i_p_shop.png,n,,open
cs-wietstock,Wietstok,52.09511,5.12273,Utrecht,utrecht,Utrecht,,,https://www.coffeeshopmenus.org/cs-wietstock.html,cs-wietstock,wietstok.png,y,3,open
