name,city,address,shop_url,show_in_admin
Roxanne,Schagen,"Roxanne, Laan 5, 1741 EA Schagen",https://www.coffeeshopmenus.org/cs-roxanne.html,0
Blue and White,Scheveningen,"Blue and White, Bosschestraat 63, Scheveningen 2587 HC",https://www.coffeeshopmenus.org/cs-blue-and-white.html,0
The Box,Scheveningen,"The Box, Havenkade 16, Scheveningen 2586 TS",https://www.coffeeshopmenus.org/cs-box.html,0
Pas Op,Schiedam,"Pas Op, Hoofdstraat 311, Schiedam 3114 GE",https://www.coffeeshopmenus.org/cs-pasop.html,0
Hacas,Soest,"Hacas, Koninginnelaan 25, Soest 3762 DA",https://www.coffeeshopmenus.org/cs-hacas.html,0
The Canna Club,The Hague,"The Canna Club, Nieuwstraat 4, The Hague 2511 AV",https://www.coffeeshopmenus.org/cs-canna-club.html,0
The Crow,The Hague,"The Crow, Hooikade 7, The Hague 2514 BH",https://www.coffeeshopmenus.org/cs-crow.html,0
Demo,The Hague,"Demo, Herenstraat 8c, The Hague 2511 EA",https://www.coffeeshopmenus.org/cs-demo.html,0
Doctor Green,The Hague,"Doctor Green, Herenstraat 7, The Hague 2511 CZ",https://www.coffeeshopmenus.org/cs-doctor-green.html,0
The Freak Brothers,The Hague,"The Freak Brothers, Westeinde 86, The Hague 2512 HE",https://www.coffeeshopmenus.org/cs-freakbrothers.html,0
The Goat,The Hague,"The Goat, Spui 241, The Hague 2511 BP",https://www.coffeeshopmenus.org/cs-goat.html,0
The Hit,The Hague,"The Hit, Valkenboslaan 45a, The Hague 2563 CE",https://www.coffeeshopmenus.org/cs-hit.html,0
London,The Hague,"London, Torenstraat 81, The Hague 2513 BP",https://www.coffeeshopmenus.org/cs-london.html,0
Marbella Special Farmers,The Hague,"Marbella Special Farmers, Weimarstraat 244, The Hague 2562 HR",https://www.coffeeshopmenus.org/cs-marbellaspecialfarmers.html,0
Moonlight,The Hague,"Moonlight, Bilderdijkstraat 8a, The Hague 2513 CP",https://www.coffeeshopmenus.org/cs-moonlight.html,0
Nebula,The Hague,"Nebula, Boerenstraat 89-a, The Hague 2572 HV",https://www.coffeeshopmenus.org/cs-nebula.html,0
Simpel Minds,The Hague,"Simpel Minds, De La Reyweg 101, The Hague 2571 EC",https://www.coffeeshopmenus.org/cs-simpel-minds.html,0
Space Ball,The Hague,"Space Ball, Wagenstraat 115a, The Hague 2512 AS",https://www.coffeeshopmenus.org/cs-space-ball.html,0
Strain Fellows,The Hague,"Strain Fellows, Marnixstraat 59, The Hague 2518 PW",https://www.coffeeshopmenus.org/cs-strainfellows.html,0
Smokey,The Hague,"Smokey, Spui 241, The Hague 2511 BP",https://www.coffeeshopmenus.org/cs-smokey-haag.html,0
Africa,Tilburg,"Africa, Koopvaardijstraat 46, Tilburg 5017 BG",https://www.coffeeshopmenus.org/cs-africa.html,0
Toermalijn,Tilburg,"Toermalijn, Besterdring 187, 5014 HK Tilburg",https://www.coffeeshopmenus.org/cs-toermalijn.html,0
Crackers,Tilburg,"Crackers, Bredaseweg 165, Tilburg 5038 ND",https://www.coffeeshopmenus.org/cs-crackers.html,0
The Grass Company,Tilburg,"The Grass Company, Spoorlaan 360, Tilburg 5038 CD",https://www.coffeeshopmenus.org/cs-grasscompany.html,0
The Grass Company 2,Tilburg,"The Grass Company 2, Piusstraat 124, Tilburg 5021 JC",https://www.coffeeshopmenus.org/cs-grasscompany2.html,0
Level013,Tilburg,"Level013, St. Annaplein 13, Tilburg 5038 TV",https://www.coffeeshopmenus.org/cs-level013.html,0
Maximillian,Tilburg,"Maximillian, Korvelseweg 192, Tilburg 5025 JM",https://www.coffeeshopmenus.org/cs-maximillian-til.html,0
de Muze,Tilburg,"de Muze, Tuinstraat 43, 5038 DA Tilburg",https://www.coffeeshopmenus.org/cs-muze.html,0
Pasja,Tilburg,"Pasja, Bredaseweg 123, 5038 NC Tilburg",https://www.coffeeshopmenus.org/cs-pasja.html,0
Shiva,Tilburg,"Shiva, Koestraat 12, Tilburg 5014 ED",https://www.coffeeshopmenus.org/cs-shiva.html,0
Culture Boat,Utrecht,"Culture Boat, Wittevrouwensingel 206, Utrecht 3572 CE",https://www.coffeeshopmenus.org/cs-culture-boat.html,0
208,Utrecht,"208, Oudegracht 208, 3511 NR Utrecht",https://www.coffeeshopmenus.org/cs-208.html,0
Andersom,Utrecht,"Andersom, Vismarkt 23, 3511 KS Utrecht",https://www.coffeeshopmenus.org/cs-andersom.html,0
Gallery Colorado,Utrecht,"Gallery Colorado, Vlampijpstraat 52, 3534bAR Utrecht",https://www.coffeeshopmenus.org/cs-colorado.html,0
Freak,Utrecht,"Freak, Breedstraat 55, 3512 TV Utrecht",https://www.coffeeshopmenus.org/cs-freak.html,0
't Grasje,Utrecht,"'t Grasje, Obrechtstraat 1, 3572 EA Utrecht",https://www.coffeeshopmenus.org/cs-grasje.html,0
Griffioen,Utrecht,"Griffioen, Griffioenlaan, Utrecht 3526 LA",https://www.coffeeshopmenus.org/cs-griffioen.html,0
HiLo,Utrecht,"HiLo, Croeslaan 213, 3521 BN Utrecht",https://www.coffeeshopmenus.org/cs-hilo.html,0
Pleasure,Utrecht,"Pleasure, Voorstraat 81, 3512 AL Utrecht",https://www.coffeeshopmenus.org/cs-pleasure.html,0
V.I.P. Shop,Utrecht,"V.I.P. Shop, 1e Daalsedijk 294, 3513 TL, Utrecht",https://www.coffeeshopmenus.org/cs-vip.html,0
Wietstok,Utrecht,"Wietstok, Wittevrouwenstraat 21, 3512 CS Utrecht",https://www.coffeeshopmenus.org/cs-wietstock.html,0
Halicarnas,Venray,"Halicarnas, Henseniusstraat 47, Venray 5801 AW",https://www.coffeeshopmenus.org/cs-halicarnas.html,0
Aarden,Vlissingen,"Aarden, Nieuwstraat 1, Vlissingen 4381CN",https://www.coffeeshopmenus.org/cs-aarden.html,0
Purple,Vlissingen,"Purple, Aagje Dekenstraat 7a, Vlissingen 4381 RM",https://www.coffeeshopmenus.org/cs-purple.html,0
Manhattan,Waalwijk,"Manhattan, Bloemenoordplein 40a, 5143 TC Wallwijk",https://www.coffeeshopmenus.org/cs-manhattan.html,0
Twins,Weert,"Twins, Beekstraat 50, Weert 6001 GJ",https://www.coffeeshopmenus.org/cs-twins.html,0
Sensi Shop,Winterswijk,"Sensi Shop, Jonenstraat 8, Winterswijk 7101 GA",https://www.coffeeshopmenus.org/cs-sensishop.html,0
de Steeg,Woerden,"de Steeg, Rietveld 1, Woerden 3443 XA",https://www.coffeeshopmenus.org/cs-steeg.html,0
Dikrayaat,Wolvega,"Dikrayaat, Heerenveensweg 12, 8471 BE Wolvega",https://www.coffeeshopmenus.org/cs-dikrayaat.html,0
Smokery,Wormerveer,"Smokery, Marktstraat 33, Wormerveer 1521 DW",https://www.coffeeshopmenus.org/cs-smokery.html,0
The Squad,Zaandam,"The Squad, Parkstraat 8, Zaandam 1503 WD",https://www.coffeeshopmenus.org/cs-squad.html,0
Headlines,Zaandam,"Headlines, Rozengracht 90, Zaandam 1506 SE",https://www.coffeeshopmenus.org/cs-headlines.html,0
Hunter's Zandvoort,Zandvoort,"Hunter's Zandvoort, Stationsstraat 9 - 11, 2042 LD, Zandvoort",https://www.coffeeshopmenus.org/cs-hunters-z.html,0
Yanks,Zandvoort,"Yanks, Dorpsplein 2, 2042 JK Zandvoort",https://www.coffeeshopmenus.org/cs-yanks.html,0
Casa,Zoetermeer,"Casa, Amerikaweg 145, 2717AV Zoetermeer",https://www.coffeeshopmenus.org/cs-casa.html,0
Liberty,Zutphen,"Liberty, Nieuwstad 49, 7201 NL Zutphen",https://www.coffeeshopmenus.org/cs-liberty-z.html,0
Plein 48,Zutphen,"Plein 48, Vaaltstraat 23, 7201 DA Zutphen",https://www.coffeeshopmenus.org/cs-plein-48.html,0
Zoo,Zutphen,"Zoo, Laarstraat 87, Zutphen",https://www.coffeeshopmenus.org/cs-zoo-zut.html,0
De Ambassade,Zwijndrecht,"De Ambassade, IJsselmeer 27, Zwijndrecht 3332 EX",https://www.coffeeshopmenus.org/cs-ambassade.html,0
De Pijp,Zwolle,"De Pijp, Vechtstraat 98, Zwolle, NL",https://www.coffeeshopmenus.org/cs-pijp.html,0
Sky High,Zwolle,"Sky High, van Karnebeekstraat 41, 8011 JB, Zwoole",https://www.coffeeshopmenus.org/cs-sky-high-z.html,0
